,�..Serial.No,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,Theme,Flavor,sub.theme,After Effect,Cooking time,Flavor/Taste,Nutrition,Packaging,Price,Texture,Max,match,Predicted Theme,set,,,
54,54,2208,B002RKGEII,XXX,XXX,3,3,5,1239408000,Best Tahini I have ever had. And we buy a lot of it.,"We love to make Hummus, and love to make sandwitches, salad dressings. One of our kids favorite foods is Tahini over cold Undon Noodles.",Positive,Sauces/Dips,Nutty,Flavor/Taste,0.080434718,0.11227744,0.219660672,0.093673746,0.041611351,0.070051599,0.101256659,0.219660672,3,Flavor/Taste,Train,,,
55,55,2271,B0052GPN0O,XXX,XXX,0,0,5,1326585600,Wonderful fudge,"Bought 1/2 lb each of five different Mo's Fudge recently from a school fundraiser. I'm not much of a chocolate fudge eater, prefer peanut butter, but the dark chocolate fudge is incredible. So rich and creamy! Almost too creamy. Had to throw it into the fridge to make it easier to cut. But if any fudge can turn me into a chocolate fudge lover, this can!",Positive,Desserts,Sweet/Chocolate,Flavor/Taste,0.04931114,0.05071804,0.15791409,0.119800622,0.050540655,0.063384541,0.125479046,0.15791409,3,Flavor/Taste,Train,,,
56,56,2523,B004332EMW,XXX,XXX,0,0,5,1309910400,Fisher Pecan Chips,"These chips are good to sprinkle on salad, use in cookies and baking and sprinkle on cereal.  Very pleased.",Positive,Mixes,Nutty,Flavor/Taste,0.035065254,0.042525993,0.178143649,0.118146164,0.067972166,0.034677972,0.104208565,0.178143649,3,Flavor/Taste,Train,,,
57,57,2649,B0016FY6H6,XXX,XXX,0,0,1,1313107200,Awful,This tea is the most awful stuff I've ever put in my mouth.  It has a chemical taste.  I tried adding sugar and it didn't help. I enjoy the Arizona Pomegranate Gree Tea and would highly recomment it.,Negative,,Artifical,Flavor/Taste,0.106061937,0.040396242,0.201001935,0.173623691,0.028637413,0.111538689,0.087214012,0.201001935,3,Flavor/Taste,Train,,,
58,58,2838,B0085G4ACA,XXX,XXX,0,0,5,1345161600,Best Flavor- Light but Refreshing,"I tried quite a few varieties of this brand and the pineapple is the best.  Light but refreshing.  I am not sure if I think it is a miracle elixer or anything but I did purchase a case and look forward to drinking this on a regular basis.  Thank you for the great value and convenience, Amazon.",Positive,Beverage,Fruit,Flavor/Taste,0.12835235,0.084886851,0.198037997,0.123623976,0.161843602,0.086835121,0.164499142,0.198037997,3,Flavor/Taste,Train,,,
59,59,3153,B000HQR1HM,XXX,XXX,1,1,3,1228694400,ABSOLUTELY DELICIOUS,"As a former chef-owner of a restaurant in my younger years, I was  surprised and delighted at the exceptionally good taste and texture of the Bookbinder's White Clam sauce wihtout doctoring.  It is a great product for easy convenience.",Positive,Sauce,Spicy,Flavor/Taste,0.073393835,0.05611697,0.13829608,0.108380115,0.026684483,0.058841584,0.049534935,0.13829608,3,Flavor/Taste,Train,,,
60,60,3342,B005K4Q1VI,XXX,XXX,0,0,4,1327017600,Good flavor and wont break the bank,"Of the few Hot Cocoa flavors we've tried, this is the best so far.  It has the richest flavor and I dont notice the artificial taste that others have commented on.  Its also very affordable compared to other k-cups right now.  I thought that the k-cup making process must have gotten more expensive over the last year, but now I know they are truely sticking it to us since these are still reasonable priced.",Positive,Mixes,Cocoa,Flavor/Taste,0.140016719,0.065024531,0.233509323,0.117522357,0.143203403,0.229197207,0.0840784,0.233509323,3,Flavor/Taste,Train,,,
61,61,3405,B005K4Q1VI,XXX,XXX,0,0,4,1322697600,Best Dark Cocoa so fat,"Getting really good cocoa out of a K-cup is not easy but this is much better than the others I have tried. Still a little wattery, but at 60 calories it is a nice treat.  very rich flavor - not as good as the real thing, bit I am not drinking it in a Berlin Chocolate shop either.  Put your slippers on, sit in front of the fireplace with your sweetie, and enjoy!<br /><br />60 cal (20 fat)  --  2g fat sat  --  11 carb  --  6g sugar  --  &lt;1g fiber",Positive,Mixes,Cocoa,Flavor/Taste,0.117642134,0.104298321,0.284789326,0.262853783,0.105516964,0.166718532,0.160138056,0.284789326,3,Flavor/Taste,Train,,,
62,62,3531,B001NH40UA,XXX,XXX,1,1,5,1339718400,great tea!,"Arrived nicely packaged and sealed. An aromatic, lovely tea that I love to blend with others to make custom iced tea blends. I love this Oolong orange with fruity black teas. Recommended!",Positive,Beverages,Fruity,Flavor/Taste,0.13040507,0.094661542,0.263489004,0.094783511,0.093630273,0.151975638,0.09430594,0.263489004,3,Flavor/Taste,Train,,,
63,63,3720,B0045IK1CK,XXX,XXX,0,0,1,1325462400,Try Grove Square instead,"After trying several of these k-cups, we threw the rest of the box away.  It only ever created flavorless brown water.  We then tried the Grove Square dark chocolate cocoa k-cups, and were much happier.",Negative,,,Flavor/Taste,0.1087371,0.042672315,0.175943599,0.093605183,0.104207962,0.103948093,0.098383765,0.175943599,3,Flavor/Taste,Train,,,
64,64,3783,B00016UX0K,XXX,XXX,1,2,5,1081555200,Classic Condiment,Mae Ploy Sweet Chili Sauce is becoming a standard condiment on my dinner table. It has just the right blend of sweet and heat; Mae Ploy enhances the taste of all meat and fish foods. Catsup is almost a condiment of the past. Salsa and Mae Ploy are the answers!,Positive,Sauce,Spice,Flavor/Taste,0.059197344,0.078105068,0.171558114,0.092447144,0.036179238,0.083402328,0.084641493,0.171558114,3,Flavor/Taste,Train,,,
65,65,3846,B002979DP0,XXX,XXX,1,1,5,1330128000,Excellent Soda Alternative!,"I don't drink a lot of sugary drinks and soft drinks.  I try to watch sugar intake and dislike overly sweet drinks.  By chance, I tried one of the Slenderize drinks and was amazed.  The drink is truly lightly sweet, using natural fruit juices, acesulfame-potassium, and sucralose as sweeteners.  Would definitely recommend to anyone who would like a soft drink replacement that still isn't as sweet as a typical ""diet"" drink.",Positive,Beverage,Fruity,Flavor/Taste,0.108464816,0.080350044,0.235993379,0.18354689,0.019784244,0.077628876,0.055682664,0.235993379,3,Flavor/Taste,Train,,,
66,66,4287,B004391DK0,XXX,XXX,0,1,2,1319673600,Not a fan,"My personal preference is to stay clear of this. I did not like the smell or taste. I was attempting to make pizza crust for the first time. On my second attempt it came out better, but I did not like the taste of it. If I at least liked the taste, I would buy again and make my crust very thin.",Negative,,,Flavor/Taste,0.118568855,0.076846244,0.170561272,0.190593572,0.105517073,0.081984976,0.134741141,0.190593572,4,Nutrition,Train,,,
67,67,4539,B002TMV3E4,XXX,XXX,0,2,5,1285113600,"Smooth, Rich Coffee","Melitta Cafe is a smooth, flavorful coffee that compares well with regular coffee.  This is not the typical weak decaf blend that is true of many American brands.  Melitta has a rich, deep taste and a nice dark color.  Tastes great black or with cream.  As a stand alone coffee (no cream/sugar) it has a smooth, though strong flavor just like regular coffee.  This coffee is especially great as an after dinner drink.  Strong enough to taste like regular coffee but decaffeinated so it will not prevent sleep later.  Great coffee.",Positive,Beverage,Coffee,Flavor/Taste,0.364867296,0.166453554,0.295610622,0.157361223,0.156100021,0.139856882,0.167034476,0.364867296,1,After Effect,Train,,,
68,68,4602,B00473DT6I,XXX,XXX,1,1,5,1295395200,Great on biscuits,"I was pleasantly surprised by the stronger than I expected ginger flavor in this product.  It is excellent, if you like ginger, try this.  Best on hot biscuits!  Update.  I've just reordered, wish they sold it by the gallon, its different, something you can't find locally and excellent.",Positive,Beverage,Spice,Flavor/Taste,0.125770083,0.034293632,0.200955504,0.102597141,0.087722639,0.099984347,0.104885213,0.200955504,3,Flavor/Taste,Train,,,
69,69,5106,B0073FG1H6,XXX,XXX,0,0,4,1339459200,Tasty,"I don't eat chips often, but when I do, these are some of my favorites. They have all the flavor and texture of traditional tortilla chips, but it is the subtle lime flavoring that makes them special. The lime flavoring appears to be a seasoning that has been dusted on. Some chips seem to have barely any flavor and I find myself looking for those with the most. Still, none of them have quite enough for my tastes. I wish that these chips had more that just a ""hint"" of lime.",Positive,Snacks,Tangy,Flavor/Taste,0.070901946,0.053241832,0.212057905,0.132490523,0.034256819,0.080252944,0.107578531,0.212057905,3,Flavor/Taste,Train,,,
70,70,5295,B0029JVSSS,XXX,XXX,0,0,5,1272326400,Sweet Treets,All my horses love a sweet reward. Dots hold together nicely in the reward bag.,Positive,,Sweet,Flavor/Taste,0.022018245,0.021034272,0.14276219,0.037379341,0.021710148,0.06826873,0.050773178,0.14276219,3,Flavor/Taste,Train,,,
71,71,5358,B004565GV8,XXX,XXX,0,0,5,1315872000,KEY LIME SUGARFREE GUM,"I really like this gum. like all of Wrigley's gum products I've tried, this is absolutely great. These Dessert Delight flavors are truly delightful.",Positive,,Tangy,Flavor/Taste,0.061269563,0.049263358,0.173510723,0.086465641,0.035230152,0.070742319,0.061690991,0.173510723,3,Flavor/Taste,Train,,,
72,72,5547,B0049S1YMM,XXX,XXX,0,0,4,1340841600,Good stuff,"I found out about this spice blend in Dallas a few years back when I persuaded a waitress to tell me what the restaurant was using on the grilled shrimp.<br /><br />I like this Cajun spice for grilling fish. Recommend, but store it in a dry place and replace it every year or so at least, or it will lose its flavor.",Positive,Mixes,Spice,Flavor/Taste,0.095937805,0.122542993,0.18437439,0.107700908,0.065804252,0.112691029,0.058792404,0.18437439,3,Flavor/Taste,Train,,,
73,73,5673,B000H23YC2,XXX,XXX,2,2,5,1258070400,Hummy Gravel Mix,"We were looking for a tasty, spicey gravey mix.  When searching the internet we saw this item and<br />decided to try it.  What a lucky find.  It is all we anticipated and more, being easy to prepare as well<br />as tasty and spicey.  Now we need look no further.  When we run out we know where to go to order<br />it.",Positive,Mixes,Spice,Flavor/Taste,0.100234674,0.107166154,0.217152357,0.151054821,0.140444231,0.107283293,0.114515464,0.217152357,3,Flavor/Taste,Train,,,
74,74,5736,B003TIVBSU,XXX,XXX,3,3,5,1311206400,Extremely Happy with my  order!!  I'm in...VANILLA HEAVEN!!!!,"I don't understand(believe) the ONE negative review posted here. Why are they the only dissatisfied customer?<br /><br />My 1/2lb Madagascar Bourbon Vanilla Beans came in 2 days, and the whole box had the wonderful aroma of vanilla even before opening it!<br />My dark, 8"" long, moist pliable beans were vacuum packed and tucked neatly in a sturdy zip bag.<br /><br />Oh the plans I have for these gems!!<br /><br />I'll be sure to post an update after utilizing my beans!",Positive,Beans,Vannilla,Flavor/Taste,0.053733352,0.073730665,0.17786483,0.130407829,0.159205464,0.109761805,0.088168573,0.17786483,3,Flavor/Taste,Train,,,
75,75,5862,B001EQ5EJQ,XXX,XXX,2,2,5,1272153600,Good taste and good for you!,"This oil has a wonderful, mild, roasted walnut flavor that I found irresistible in a salad dressing (it will now be my go-to oil for homemade dressings).  There is a recipe for vinaigrette right on the back of the can.  Bought it because it's omega-3 content is second only to flaxseed oil, plus, it's made in California!<br /><br />Definitely buy it on Amazon, so much cheaper than the grocery store.",Positive,Oil,Nutty,Flavor/Taste,0.068207658,0.104470868,0.192465273,0.125351396,0.087323706,0.116497716,0.123821509,0.192465273,3,Flavor/Taste,Train,,,
76,76,5988,B000I6PXLC,XXX,XXX,2,2,3,1292457600,smells good....,"It definitely smells like dark chocolate but the taste is just average.... I can't say I taste the ""dark chocolate decadence"".... And it's not that strong but usually I like stronger tasting coffee.",Positive,Beverages,Cocoa,Flavor/Taste,0.18847032,0.051236128,0.225944136,0.157945632,0.065486668,0.1151096,0.160894632,0.225944136,3,Flavor/Taste,Train,,,
77,77,6051,B000H227BG,XXX,XXX,2,2,5,1238544000,"Rich, chocolatey beverage mix",We appreciate the short list of ingredients on the Ghiradelli hot chocolate mixes.  The Chocolate Mocha flavor is rich and chocolatey with out being overpowered by the coffee.  This is one of our favorite cold weather drinks.,Positive,Beverages,Cocoa,Flavor/Taste,0.125258493,0.10231367,0.23810062,0.090771568,0.054792315,0.074088811,0.12563619,0.23810062,3,Flavor/Taste,Train,,,
78,78,6114,B004L54ST4,XXX,XXX,1,1,5,1340928000,Blackstrap molasses,"Its a great product.I would recommend this to everyone who wants a tasty sweetner other than sugar.I just started using it,taste so good,the jar is almost finished.",Positive,Sweetener,Sweet,Flavor/Taste,0.067210661,0.047430753,0.195469855,0.212230481,0.1227668,0.122046738,0.081366578,0.212230481,4,Nutrition,Train,,,
